TransactionID,Date,CustomerID,ProductCategory,ProductName,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,Region,Channel
TX-17033,2026-05-26,CUST-0843,Home Living,Rak Sepatu Minimalis,1,125000,0,125000,OVO,Jawa Tengah,Offline
TX-17034,2026-05-26,CUST-0445,Fashion,Kaos Polos Cotton,2,85000,0,170000,Transfer BCA,Sumatera,Offline
TX-17035,2026-05-26,CUST-0968,Fashion,Kemeja Batik Pria,3,180000,0,540000,OVO,Jawa Timur,Online
TX-17036,2026-05-26,CUST-0603,Electronics,"Smart TV Xiaomi 32""",2,1990000,0,3980000,Credit Card,Sumatera,Offline
TX-17037,2026-05-26,CUST-0066,Groceries,Susu UHT Cokelat 1L,4,18500,0,74000,Credit Card,Jabodetabek,Online
TX-17038,2026-05-27,CUST-0677,Groceries,Kopi Susu Aren 1L,1,65000,2000,63000,ShopeePay,Jabodetabek,Online
TX-17039,2026-05-27,CUST-0895,Groceries,Kopi Susu Aren 1L,3,65000,0,195000,GoPay,Jabodetabek,Offline
TX-17040,2026-05-27,CUST-0599,Groceries,Beras Premium 5kg,3,74000,5000,217000,GoPay,Jabodetabek,Offline
TX-17041,2026-05-27,CUST-0162,Electronics,Air Fryer Philips,1,1200000,0,1200000,GoPay,Jawa Barat,Online
TX-17042,2026-05-27,CUST-0444,Electronics,Air Fryer Philips,3,1200000,0,3600000,Credit Card,Jabodetabek,Online
TX-17043,2026-05-27,CUST-0359,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,GoPay,Jawa Timur,Offline
TX-17044,2026-05-27,CUST-0064,Groceries,Susu UHT Cokelat 1L,5,18500,0,92500,ShopeePay,Sulawesi,Online
TX-17045,2026-05-27,CUST-0939,Groceries,Beras Premium 5kg,2,74000,2000,146000,OVO,Jabodetabek,Online
TX-17046,2026-05-27,CUST-0144,Home Living,Sprei Microfiber King,2,145000,10000,280000,Cash,Sumatera,Offline
TX-17047,2026-05-27,CUST-0963,Fashion,Kaos Polos Cotton,3,85000,10000,245000,Transfer BCA,Jawa Timur,Offline
TX-17048,2026-05-27,CUST-0168,Groceries,Susu UHT Cokelat 1L,1,18500,0,18500,Transfer BCA,Jabodetabek,Offline
TX-17049,2026-05-27,CUST-0918,Fashion,Hijab Voal Square,2,45000,2000,88000,Cash,Jabodetabek,Offline
TX-17050,2026-05-27,CUST-0894,Home Living,Sprei Microfiber King,1,145000,0,145000,GoPay,Jabodetabek,Offline
TX-17051,2026-05-27,CUST-0323,Home Living,Wajan Teflon Anti Lengket,5,185000,2000,923000,Credit Card,Jawa Tengah,Offline
TX-17052,2026-05-27,CUST-0698,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,Transfer BCA,Jabodetabek,Online
TX-17053,2026-05-27,CUST-0879,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Transfer BCA,Jawa Barat,Online
TX-17054,2026-05-27,CUST-0747,Electronics,Air Fryer Philips,3,1200000,0,3600000,OVO,Jawa Barat,Online
TX-17055,2026-05-27,CUST-0426,Electronics,Rice Cooker Yong Ma,1,650000,2000,648000,Cash,Jabodetabek,Offline
TX-17056,2026-05-27,CUST-0231,Groceries,Minyak Goreng 2L,2,38000,2000,74000,OVO,Jawa Tengah,Online
TX-17057,2026-05-27,CUST-0602,Home Living,Wajan Teflon Anti Lengket,1,185000,2000,183000,GoPay,Jawa Timur,Offline
TX-17058,2026-05-27,CUST-0105,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,Cash,Jawa Tengah,Offline
TX-17059,2026-05-27,CUST-0566,Groceries,Indomie Goreng 1 Dus,2,115000,0,230000,Cash,Jabodetabek,Offline
TX-17060,2026-05-27,CUST-0785,Home Living,Wajan Teflon Anti Lengket,2,185000,0,370000,Cash,Jabodetabek,Offline
TX-17061,2026-05-27,CUST-0208,Fashion,Kaos Polos Cotton,3,85000,0,255000,GoPay,Sulawesi,Offline
TX-17062,2026-05-27,CUST-0846,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,GoPay,Jawa Barat,Online
TX-17063,2026-05-27,CUST-0279,Home Living,Bantal Kepala Serat Silikon,1,60000,0,60000,GoPay,Jabodetabek,Online
TX-17064,2026-05-27,CUST-0603,Electronics,Air Fryer Philips,2,1200000,0,2400000,OVO,Jabodetabek,Offline
TX-17065,2026-05-27,CUST-0649,Groceries,Sirup Cocopandan,3,22000,0,66000,Cash,Jabodetabek,Offline
TX-17066,2026-05-27,CUST-0006,Fashion,Hijab Voal Square,3,45000,0,135000,Cash,Jawa Timur,Offline
TX-17067,2026-05-27,CUST-0628,Groceries,Beras Premium 5kg,2,74000,0,148000,Credit Card,Jabodetabek,Offline
TX-17068,2026-05-28,CUST-0236,Electronics,Blender Miyako,3,280000,5000,835000,Cash,Jabodetabek,Offline
TX-17069,2026-05-28,CUST-0308,Groceries,Sirup Cocopandan,3,22000,0,66000,Cash,Sulawesi,Offline
TX-17070,2026-05-28,CUST-0679,Groceries,Sirup Cocopandan,5,22000,2000,108000,Transfer BCA,Kalimantan,Online
TX-17071,2026-05-28,CUST-0554,Home Living,Wajan Teflon Anti Lengket,3,185000,0,555000,GoPay,Jabodetabek,Offline
TX-17072,2026-05-28,CUST-0354,Fashion,Celana Chino Slimfit,2,195000,0,390000,Cash,Jabodetabek,Offline
TX-17073,2026-05-28,CUST-0635,Fashion,Kemeja Batik Pria,1,180000,0,180000,Cash,Jawa Timur,Offline
TX-17074,2026-05-28,CUST-0750,Home Living,Sprei Microfiber King,5,145000,0,725000,OVO,Jabodetabek,Offline
TX-17075,2026-05-28,CUST-0974,Groceries,Sirup Cocopandan,3,22000,10000,56000,GoPay,Jabodetabek,Offline
TX-17076,2026-05-28,CUST-0375,Groceries,Minyak Goreng 2L,2,38000,5000,71000,GoPay,Jabodetabek,Online
TX-17077,2026-05-28,CUST-0919,Electronics,Kipas Angin Cosmos,5,320000,0,1600000,Credit Card,Sumatera,Online
TX-17078,2026-05-28,CUST-0707,Electronics,Kipas Angin Cosmos,2,320000,0,640000,Cash,Jawa Barat,Offline
TX-17079,2026-05-28,CUST-0524,Home Living,Wajan Teflon Anti Lengket,1,185000,0,185000,Cash,Jabodetabek,Offline
TX-17080,2026-05-28,CUST-0177,Groceries,Beras Premium 5kg,1,74000,0,74000,Transfer BCA,Jawa Tengah,Online
TX-17081,2026-05-28,CUST-0325,Fashion,Kemeja Batik Pria,1,180000,0,180000,GoPay,Jabodetabek,Online
TX-17082,2026-05-28,CUST-0493,Electronics,Blender Miyako,3,280000,0,840000,ShopeePay,Jawa Timur,Online
TX-17083,2026-05-28,CUST-0149,Groceries,Indomie Goreng 1 Dus,4,115000,0,460000,GoPay,Jabodetabek,Offline
TX-17084,2026-05-28,CUST-0283,Electronics,Rice Cooker Yong Ma,5,650000,0,3250000,Cash,Sumatera,Offline
TX-17085,2026-05-28,CUST-0847,Electronics,Air Fryer Philips,1,1200000,0,1200000,Cash,Jabodetabek,Offline
TX-17086,2026-05-28,CUST-0772,Groceries,Indomie Goreng 1 Dus,1,115000,0,115000,ShopeePay,Jabodetabek,Online
TX-17087,2026-05-28,CUST-0662,Groceries,Beras Premium 5kg,4,74000,0,296000,GoPay,Jawa Barat,Offline
TX-17088,2026-05-28,CUST-0278,Groceries,Minyak Goreng 2L,5,38000,0,190000,ShopeePay,Jawa Tengah,Online
TX-17089,2026-05-28,CUST-0696,Electronics,Rice Cooker Yong Ma,2,650000,10000,1290000,Transfer BCA,Jabodetabek,Online
TX-17090,2026-05-28,CUST-0745,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Cash,Jawa Tengah,Offline
TX-17091,2026-05-28,CUST-0423,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,GoPay,Jabodetabek,Offline
TX-17092,2026-05-28,CUST-0218,Groceries,Susu UHT Cokelat 1L,2,18500,2000,35000,ShopeePay,Jawa Tengah,Online
TX-17093,2026-05-28,CUST-0697,Fashion,Kaos Polos Cotton,2,85000,2000,168000,Cash,Jawa Timur,Offline
TX-17094,2026-05-28,CUST-0710,Groceries,Minyak Goreng 2L,2,38000,0,76000,GoPay,Jabodetabek,Online
TX-17095,2026-05-28,CUST-0516,Groceries,Kopi Susu Aren 1L,2,65000,0,130000,ShopeePay,Jabodetabek,Online
TX-17096,2026-05-28,CUST-0415,Home Living,Sprei Microfiber King,3,145000,0,435000,Transfer BCA,Sulawesi,Online
TX-17097,2026-05-28,CUST-0035,Electronics,Rice Cooker Yong Ma,1,650000,0,650000,GoPay,Jawa Tengah,Online
TX-17098,2026-05-28,CUST-0493,Home Living,Rak Sepatu Minimalis,1,125000,0,125000,ShopeePay,Jabodetabek,Online
TX-17099,2026-05-28,CUST-0623,Home Living,Wajan Teflon Anti Lengket,1,185000,0,185000,Cash,Jabodetabek,Offline
TX-17100,2026-05-28,CUST-0721,Fashion,Kaos Polos Cotton,3,85000,0,255000,GoPay,Jawa Tengah,Online
TX-17101,2026-05-28,CUST-0110,Fashion,Kaos Polos Cotton,1,85000,0,85000,Cash,Jabodetabek,Offline
TX-17102,2026-05-28,CUST-0615,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,GoPay,Jawa Barat,Online
TX-17103,2026-05-29,CUST-0209,Groceries,Minyak Goreng 2L,2,38000,10000,66000,ShopeePay,Jawa Barat,Online
TX-17104,2026-05-29,CUST-0071,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,ShopeePay,Jabodetabek,Online
TX-17105,2026-05-29,CUST-0436,Electronics,Blender Miyako,3,280000,0,840000,Cash,Jawa Timur,Offline
TX-17106,2026-05-29,CUST-0678,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,Cash,Jabodetabek,Offline
TX-17107,2026-05-29,CUST-0239,Electronics,Kipas Angin Cosmos,3,320000,0,960000,OVO,Jawa Barat,Online
TX-17108,2026-05-29,CUST-0555,Groceries,Susu UHT Cokelat 1L,2,18500,5000,32000,GoPay,Jabodetabek,Online
TX-17109,2026-05-29,CUST-0386,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Cash,Jawa Tengah,Offline
TX-17110,2026-05-29,CUST-0963,Electronics,Rice Cooker Yong Ma,3,650000,0,1950000,Cash,Jabodetabek,Offline
TX-17111,2026-05-29,CUST-0647,Groceries,Kopi Susu Aren 1L,2,65000,10000,120000,Transfer BCA,Jabodetabek,Online
TX-17112,2026-05-29,CUST-0258,Groceries,Susu UHT Cokelat 1L,1,18500,2000,16500,ShopeePay,Jawa Barat,Online
TX-17113,2026-05-29,CUST-0999,Fashion,Kemeja Batik Pria,3,180000,0,540000,Cash,Jabodetabek,Offline
TX-17114,2026-05-29,CUST-0940,Home Living,Bantal Kepala Serat Silikon,5,60000,0,300000,GoPay,Jabodetabek,Online
TX-17115,2026-05-29,CUST-0726,Electronics,"Smart TV Xiaomi 32""",1,1990000,0,1990000,GoPay,Jawa Tengah,Offline
TX-17116,2026-05-29,CUST-0039,Fashion,Gamis Muslimah Premium,1,350000,2000,348000,GoPay,Sulawesi,Offline
TX-17117,2026-05-29,CUST-0718,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,Transfer BCA,Jawa Tengah,Offline
TX-17118,2026-05-29,CUST-0473,Groceries,Sirup Cocopandan,3,22000,0,66000,ShopeePay,Jabodetabek,Online
TX-17119,2026-05-29,CUST-0250,Home Living,Wajan Teflon Anti Lengket,3,185000,0,555000,OVO,Jabodetabek,Offline
TX-17120,2026-05-29,CUST-0765,Fashion,Kemeja Batik Pria,2,180000,0,360000,GoPay,Sumatera,Offline
TX-17121,2026-05-29,CUST-0563,Home Living,Sprei Microfiber King,3,145000,0,435000,ShopeePay,Jabodetabek,Online
TX-17122,2026-05-29,CUST-0863,Fashion,Kaos Polos Cotton,1,85000,0,85000,Cash,Jawa Barat,Offline
TX-17123,2026-05-29,CUST-0586,Groceries,Beras Premium 5kg,2,74000,0,148000,ShopeePay,Sumatera,Online
TX-17124,2026-05-29,CUST-0111,Groceries,Indomie Goreng 1 Dus,3,115000,5000,340000,GoPay,Jabodetabek,Online
TX-17125,2026-05-29,CUST-0420,Electronics,Kipas Angin Cosmos,2,320000,5000,635000,ShopeePay,Jawa Barat,Online
TX-17126,2026-05-29,CUST-0975,Fashion,Gamis Muslimah Premium,2,350000,2000,698000,GoPay,Jabodetabek,Online
TX-17127,2026-05-29,CUST-0137,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,Transfer BCA,Jabodetabek,Offline
TX-17128,2026-05-29,CUST-0418,Home Living,Sprei Microfiber King,1,145000,2000,143000,Transfer BCA,Jabodetabek,Online
TX-17129,2026-05-29,CUST-0355,Home Living,Sprei Microfiber King,4,145000,10000,570000,GoPay,Jabodetabek,Offline
TX-17130,2026-05-29,CUST-0162,Home Living,Bantal Kepala Serat Silikon,1,60000,0,60000,Cash,Sumatera,Offline
TX-17131,2026-05-29,CUST-0294,Groceries,Kopi Susu Aren 1L,4,65000,0,260000,ShopeePay,Sumatera,Online
TX-17132,2026-05-29,CUST-0013,Groceries,Indomie Goreng 1 Dus,2,115000,2000,228000,GoPay,Jawa Barat,Offline
TX-17133,2026-05-29,CUST-0559,Fashion,Hijab Voal Square,1,45000,0,45000,Transfer BCA,Jawa Barat,Offline
TX-17134,2026-05-29,CUST-0412,Groceries,Beras Premium 5kg,4,74000,0,296000,Cash,Jawa Barat,Offline
TX-17135,2026-05-29,CUST-0057,Home Living,Rak Sepatu Minimalis,1,125000,0,125000,OVO,Jawa Barat,Offline
TX-17136,2026-05-29,CUST-0166,Fashion,Kaos Polos Cotton,3,85000,0,255000,GoPay,Jabodetabek,Online
TX-17137,2026-05-29,CUST-0536,Groceries,Indomie Goreng 1 Dus,1,115000,2000,113000,OVO,Jabodetabek,Online
TX-17138,2026-05-29,CUST-0746,Fashion,Kemeja Batik Pria,3,180000,2000,538000,Cash,Jabodetabek,Offline
TX-17139,2026-05-29,CUST-0236,Groceries,Sirup Cocopandan,1,22000,0,22000,ShopeePay,Sumatera,Online
TX-17140,2026-05-29,CUST-0957,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,GoPay,Jabodetabek,Offline
TX-17141,2026-05-29,CUST-0547,Groceries,Susu UHT Cokelat 1L,5,18500,0,92500,Credit Card,Jabodetabek,Online
TX-17142,2026-05-29,CUST-0317,Groceries,Indomie Goreng 1 Dus,1,115000,0,115000,OVO,Jawa Barat,Online
TX-17143,2026-05-29,CUST-0239,Fashion,Kaos Polos Cotton,2,85000,0,170000,Cash,Jawa Barat,Offline
TX-17144,2026-05-30,CUST-0926,Electronics,Air Fryer Philips,2,1200000,10000,2390000,GoPay,Jawa Timur,Offline
TX-17145,2026-05-30,CUST-0523,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Cash,Jabodetabek,Offline
TX-17146,2026-05-30,CUST-0882,Groceries,Susu UHT Cokelat 1L,3,18500,2000,53500,Cash,Jawa Timur,Offline
TX-17147,2026-05-30,CUST-0467,Fashion,Celana Chino Slimfit,1,195000,10000,185000,ShopeePay,Jabodetabek,Online
TX-17148,2026-05-30,CUST-0975,Fashion,Kemeja Batik Pria,2,180000,0,360000,ShopeePay,Jawa Barat,Online
TX-17149,2026-05-30,CUST-0213,Groceries,Minyak Goreng 2L,1,38000,0,38000,GoPay,Jawa Barat,Offline
TX-17150,2026-05-30,CUST-0569,Fashion,Kaos Polos Cotton,2,85000,5000,165000,Cash,Jabodetabek,Offline
TX-17151,2026-05-30,CUST-0164,Electronics,Blender Miyako,2,280000,0,560000,GoPay,Jawa Timur,Offline
TX-17152,2026-05-30,CUST-0331,Electronics,"Smart TV Xiaomi 32""",3,1990000,0,5970000,Transfer BCA,Jabodetabek,Online
TX-17153,2026-05-30,CUST-0502,Groceries,Kopi Susu Aren 1L,2,65000,0,130000,Transfer BCA,Jabodetabek,Online
TX-17154,2026-05-30,CUST-0969,Groceries,Beras Premium 5kg,3,74000,2000,220000,Transfer BCA,Jawa Barat,Offline
TX-17155,2026-05-30,CUST-0277,Fashion,Gamis Muslimah Premium,1,350000,0,350000,OVO,Jawa Barat,Online
TX-17156,2026-05-30,CUST-0398,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,GoPay,Sumatera,Offline
TX-17157,2026-05-30,CUST-0962,Fashion,Kaos Polos Cotton,2,85000,0,170000,Transfer BCA,Sumatera,Offline
TX-17158,2026-05-30,CUST-0325,Groceries,Kopi Susu Aren 1L,2,65000,10000,120000,OVO,Jabodetabek,Online
TX-17159,2026-05-30,CUST-0966,Fashion,Celana Chino Slimfit,1,195000,0,195000,GoPay,Jawa Barat,Online
TX-17160,2026-05-30,CUST-0562,Home Living,Rak Sepatu Minimalis,3,125000,5000,370000,OVO,Jawa Barat,Online
TX-17161,2026-05-30,CUST-0525,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,GoPay,Jawa Barat,Online
TX-17162,2026-05-30,CUST-0958,Electronics,Kipas Angin Cosmos,3,320000,0,960000,Cash,Jabodetabek,Offline
TX-17163,2026-05-30,CUST-0415,Groceries,Minyak Goreng 2L,2,38000,0,76000,Cash,Jawa Barat,Offline
TX-17164,2026-05-30,CUST-0556,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,OVO,Jabodetabek,Online
TX-17165,2026-05-30,CUST-0350,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,Transfer BCA,Jabodetabek,Online
TX-17166,2026-05-30,CUST-0684,Fashion,Celana Chino Slimfit,2,195000,0,390000,GoPay,Jabodetabek,Online
TX-17167,2026-05-30,CUST-0447,Groceries,Susu UHT Cokelat 1L,5,18500,0,92500,Transfer BCA,Jabodetabek,Online
TX-17168,2026-05-30,CUST-0514,Home Living,Sprei Microfiber King,1,145000,5000,140000,ShopeePay,Jabodetabek,Online
TX-17169,2026-05-30,CUST-0085,Home Living,Rak Sepatu Minimalis,3,125000,0,375000,Cash,Jawa Timur,Offline
TX-17170,2026-05-30,CUST-0959,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,GoPay,Jawa Timur,Online
TX-17171,2026-05-30,CUST-0194,Electronics,Kipas Angin Cosmos,1,320000,0,320000,OVO,Jabodetabek,Online
TX-17172,2026-05-30,CUST-0505,Groceries,Beras Premium 5kg,2,74000,0,148000,OVO,Jawa Tengah,Online
TX-17173,2026-05-31,CUST-0968,Fashion,Hijab Voal Square,1,45000,0,45000,GoPay,Jabodetabek,Offline
TX-17174,2026-05-31,CUST-0145,Fashion,Hijab Voal Square,1,45000,5000,40000,Cash,Jabodetabek,Offline
TX-17175,2026-05-31,CUST-0357,Groceries,Beras Premium 5kg,1,74000,0,74000,Transfer BCA,Sumatera,Offline
TX-17176,2026-05-31,CUST-0367,Fashion,Celana Chino Slimfit,2,195000,0,390000,OVO,Jabodetabek,Offline
TX-17177,2026-05-31,CUST-0119,Groceries,Minyak Goreng 2L,1,38000,0,38000,Transfer BCA,Kalimantan,Offline
TX-17178,2026-05-31,CUST-0472,Electronics,Rice Cooker Yong Ma,2,650000,0,1300000,Transfer BCA,Kalimantan,Online
TX-17179,2026-05-31,CUST-0063,Fashion,Hijab Voal Square,3,45000,0,135000,Cash,Jabodetabek,Offline
TX-17180,2026-05-31,CUST-0588,Groceries,Susu UHT Cokelat 1L,1,18500,0,18500,GoPay,Jabodetabek,Offline
TX-17181,2026-05-31,CUST-0418,Groceries,Beras Premium 5kg,2,74000,0,148000,Cash,Jabodetabek,Offline
TX-17182,2026-05-31,CUST-0313,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Cash,Jabodetabek,Offline
TX-17183,2026-05-31,CUST-0790,Fashion,Hijab Voal Square,1,45000,0,45000,GoPay,Jabodetabek,Online
TX-17184,2026-05-31,CUST-0485,Groceries,Kopi Susu Aren 1L,3,65000,10000,185000,GoPay,Jawa Barat,Online
TX-17185,2026-05-31,CUST-0321,Groceries,Sirup Cocopandan,1,22000,0,22000,Transfer BCA,Jabodetabek,Online
TX-17186,2026-05-31,CUST-0963,Home Living,Bantal Kepala Serat Silikon,3,60000,0,180000,ShopeePay,Sumatera,Online
TX-17187,2026-05-31,CUST-0707,Electronics,Kipas Angin Cosmos,1,320000,0,320000,ShopeePay,Jabodetabek,Online
TX-17188,2026-05-31,CUST-0673,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,OVO,Jawa Timur,Online
TX-17189,2026-05-31,CUST-0743,Fashion,Kaos Polos Cotton,3,85000,0,255000,ShopeePay,Jawa Timur,Online
TX-17190,2026-05-31,CUST-0684,Home Living,Sprei Microfiber King,1,145000,0,145000,GoPay,Jawa Barat,Online
TX-17191,2026-05-31,CUST-0780,Fashion,Celana Chino Slimfit,2,195000,0,390000,GoPay,Jawa Barat,Online
TX-17192,2026-05-31,CUST-0197,Electronics,Air Fryer Philips,5,1200000,5000,5995000,OVO,Jawa Timur,Online
TX-17193,2026-05-31,CUST-0756,Groceries,Kopi Susu Aren 1L,3,65000,0,195000,Cash,Sulawesi,Offline
TX-17194,2026-05-31,CUST-0406,Electronics,Air Fryer Philips,3,1200000,0,3600000,GoPay,Sumatera,Offline
TX-17195,2026-05-31,CUST-0903,Fashion,Kaos Polos Cotton,2,85000,0,170000,Transfer BCA,Jawa Barat,Offline
TX-17196,2026-05-31,CUST-0536,Electronics,Air Fryer Philips,2,1200000,0,2400000,GoPay,Jawa Barat,Online
TX-17197,2026-05-31,CUST-0939,Groceries,Beras Premium 5kg,3,74000,5000,217000,Cash,Jawa Tengah,Offline
TX-17198,2026-05-31,CUST-0629,Home Living,Wajan Teflon Anti Lengket,2,185000,0,370000,GoPay,Jabodetabek,Offline
TX-17199,2026-05-31,CUST-0073,Electronics,Air Fryer Philips,3,1200000,0,3600000,ShopeePay,Jabodetabek,Online
TX-17200,2026-05-31,CUST-0434,Fashion,Hijab Voal Square,2,45000,10000,80000,Cash,Jabodetabek,Offline
TX-17201,2026-05-31,CUST-0556,Groceries,Susu UHT Cokelat 1L,2,18500,5000,32000,OVO,Jawa Tengah,Online
TX-17202,2026-05-31,CUST-0341,Home Living,Sprei Microfiber King,5,145000,5000,720000,Transfer BCA,Jawa Barat,Offline
TX-17203,2026-05-31,CUST-0789,Fashion,Kemeja Batik Pria,1,180000,5000,175000,Cash,Jabodetabek,Offline
TX-17204,2026-05-31,CUST-0035,Electronics,Air Fryer Philips,2,1200000,10000,2390000,Cash,Jabodetabek,Offline
TX-17205,2026-05-31,CUST-0839,Home Living,Wajan Teflon Anti Lengket,1,185000,0,185000,OVO,Jawa Timur,Offline
TX-17206,2026-05-31,CUST-0177,Home Living,Bantal Kepala Serat Silikon,1,60000,0,60000,Cash,Jawa Barat,Offline
TX-17207,2026-05-31,CUST-0904,Fashion,Kemeja Batik Pria,1,180000,0,180000,GoPay,Jawa Timur,Offline
TX-17208,2026-05-31,CUST-0206,Electronics,Kipas Angin Cosmos,2,320000,0,640000,GoPay,Jawa Barat,Online
TX-17209,2026-05-31,CUST-0261,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Credit Card,Sumatera,Offline
TX-17210,2026-05-31,CUST-0891,Electronics,Blender Miyako,1,280000,0,280000,Transfer BCA,Jawa Timur,Offline
TX-17211,2026-05-31,CUST-0512,Groceries,Indomie Goreng 1 Dus,2,115000,0,230000,Cash,Kalimantan,Offline
TX-17212,2026-05-31,CUST-0745,Home Living,Sprei Microfiber King,2,145000,10000,280000,Cash,Jabodetabek,Offline
TX-17213,2026-05-31,CUST-0690,Groceries,Kopi Susu Aren 1L,1,65000,5000,60000,OVO,Sumatera,Offline
TX-17214,2026-05-31,CUST-0016,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,OVO,Jawa Barat,Offline
TX-17215,2026-05-31,CUST-0144,Electronics,Rice Cooker Yong Ma,1,650000,0,650000,Transfer BCA,Jawa Timur,Offline
TX-17216,2026-05-31,CUST-0390,Electronics,Kipas Angin Cosmos,2,320000,0,640000,Cash,Jawa Barat,Offline
TX-17217,2026-06-01,CUST-0438,Groceries,Minyak Goreng 2L,2,38000,0,76000,OVO,Kalimantan,Offline
TX-17218,2026-06-01,CUST-0739,Electronics,Rice Cooker Yong Ma,2,650000,0,1300000,Cash,Jabodetabek,Offline
TX-17219,2026-06-01,CUST-0659,Fashion,Gamis Muslimah Premium,1,350000,0,350000,Cash,Jawa Barat,Offline
TX-17220,2026-06-01,CUST-0615,Fashion,Kemeja Batik Pria,3,180000,0,540000,Cash,Jawa Barat,Offline
TX-17221,2026-06-01,CUST-0920,Groceries,Beras Premium 5kg,2,74000,0,148000,Transfer BCA,Jawa Barat,Offline
TX-17222,2026-06-01,CUST-0598,Groceries,Beras Premium 5kg,1,74000,5000,69000,Credit Card,Jawa Barat,Offline
TX-17223,2026-06-01,CUST-0395,Groceries,Beras Premium 5kg,1,74000,0,74000,Credit Card,Jabodetabek,Online
TX-17224,2026-06-01,CUST-0732,Fashion,Gamis Muslimah Premium,1,350000,0,350000,Transfer BCA,Jabodetabek,Online
TX-17225,2026-06-01,CUST-0969,Groceries,Indomie Goreng 1 Dus,2,115000,5000,225000,GoPay,Jawa Barat,Online
TX-17226,2026-06-01,CUST-0658,Home Living,Bantal Kepala Serat Silikon,2,60000,5000,115000,GoPay,Jabodetabek,Offline
TX-17227,2026-06-01,CUST-0490,Electronics,"Smart TV Xiaomi 32""",2,1990000,10000,3970000,Cash,Jabodetabek,Offline
TX-17228,2026-06-01,CUST-0281,Groceries,Beras Premium 5kg,2,74000,0,148000,OVO,Jabodetabek,Offline
TX-17229,2026-06-01,CUST-0892,Fashion,Celana Chino Slimfit,2,195000,0,390000,GoPay,Jabodetabek,Online
TX-17230,2026-06-01,CUST-0716,Home Living,Rak Sepatu Minimalis,2,125000,0,250000,OVO,Kalimantan,Online
TX-17231,2026-06-01,CUST-0661,Fashion,Kemeja Batik Pria,3,180000,0,540000,Cash,Jabodetabek,Offline
TX-17232,2026-06-01,CUST-0781,Fashion,Hijab Voal Square,3,45000,0,135000,Cash,Jabodetabek,Offline
TX-17233,2026-06-01,CUST-0701,Groceries,Kopi Susu Aren 1L,2,65000,2000,128000,Credit Card,Sulawesi,Offline
TX-17234,2026-06-01,CUST-0511,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,OVO,Jabodetabek,Online
TX-17235,2026-06-01,CUST-0045,Home Living,Sprei Microfiber King,3,145000,0,435000,Cash,Jawa Barat,Offline
TX-17236,2026-06-01,CUST-0177,Home Living,Sprei Microfiber King,2,145000,5000,285000,OVO,Jabodetabek,Online
TX-17237,2026-06-01,CUST-0613,Groceries,Beras Premium 5kg,3,74000,0,222000,Cash,Jabodetabek,Offline
TX-17238,2026-06-01,CUST-0419,Home Living,Bantal Kepala Serat Silikon,1,60000,0,60000,Cash,Sulawesi,Offline
TX-17239,2026-06-01,CUST-0144,Home Living,Rak Sepatu Minimalis,1,125000,0,125000,Cash,Jabodetabek,Offline
TX-17240,2026-06-01,CUST-0596,Fashion,Kemeja Batik Pria,1,180000,10000,170000,GoPay,Jabodetabek,Offline
TX-17241,2026-06-01,CUST-0722,Fashion,Gamis Muslimah Premium,1,350000,0,350000,GoPay,Jabodetabek,Online
TX-17242,2026-06-01,CUST-0560,Groceries,Sirup Cocopandan,2,22000,10000,34000,Cash,Jawa Timur,Offline
TX-17243,2026-06-01,CUST-0941,Electronics,Air Fryer Philips,3,1200000,0,3600000,ShopeePay,Sumatera,Online
TX-17244,2026-06-01,CUST-0477,Electronics,"Smart TV Xiaomi 32""",2,1990000,0,3980000,Transfer BCA,Jawa Barat,Online
TX-17245,2026-06-01,CUST-0668,Fashion,Kemeja Batik Pria,1,180000,0,180000,ShopeePay,Sumatera,Online
TX-17246,2026-06-01,CUST-0539,Fashion,Celana Chino Slimfit,3,195000,0,585000,Cash,Sumatera,Offline
